car_model,dongle_id,route_id,route_datetime_utc,year_month,time_source,route_center_lat,route_center_lng,geo_points_used,geo_source,path
TOYOTA_PRIUS,800808aede841985,00000080--4612cbd988,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000080--4612cbd988
TOYOTA_PRIUS,800808aede841985,00000002--c13bfca8c7,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000002--c13bfca8c7
TOYOTA_PRIUS,800808aede841985,00000002--06a07f3239,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000002--06a07f3239
TOYOTA_PRIUS,800808aede841985,00000003--f2480962db,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000003--f2480962db
TOYOTA_PRIUS,800808aede841985,00000001--1a105758f5,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000001--1a105758f5
TOYOTA_PRIUS,800808aede841985,0000000b--6f31cf4f32,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/0000000b--6f31cf4f32
TOYOTA_PRIUS,800808aede841985,00000003--813fbb1a7f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000003--813fbb1a7f
TOYOTA_PRIUS,800808aede841985,00000001--06acc9f7e0,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000001--06acc9f7e0
TOYOTA_PRIUS,800808aede841985,00000000--909714f71a,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--909714f71a
TOYOTA_PRIUS,800808aede841985,00000081--1dd2ca1282,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000081--1dd2ca1282
TOYOTA_PRIUS,800808aede841985,00000004--bf781c5c2a,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000004--bf781c5c2a
TOYOTA_PRIUS,800808aede841985,00000001--c2149b45b6,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000001--c2149b45b6
TOYOTA_PRIUS,800808aede841985,00000000--9da2b366e1,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--9da2b366e1
TOYOTA_PRIUS,800808aede841985,00000000--d47d1e00be,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--d47d1e00be
TOYOTA_PRIUS,800808aede841985,00000000--7255b004d3,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--7255b004d3
TOYOTA_PRIUS,800808aede841985,00000000--bb3343d7c8,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--bb3343d7c8
TOYOTA_PRIUS,800808aede841985,00000000--d7abc12423,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000000--d7abc12423
TOYOTA_PRIUS,800808aede841985,00000006--ead84478fe,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000006--ead84478fe
TOYOTA_PRIUS,800808aede841985,00000008--ddbe6612ae,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000008--ddbe6612ae
TOYOTA_PRIUS,800808aede841985,00000076--a482619f7c,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/800808aede841985/00000076--a482619f7c
TOYOTA_PRIUS,9f913ea6594100bf,2023-08-19--07-32-40,2023-08-19T07:32:40+00:00,2023-08,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2023-08-19--07-32-40
TOYOTA_PRIUS,9f913ea6594100bf,00000073--a7a90417e3,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000073--a7a90417e3
TOYOTA_PRIUS,9f913ea6594100bf,2023-08-19--10-59-27,2023-08-19T10:59:27+00:00,2023-08,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2023-08-19--10-59-27
TOYOTA_PRIUS,9f913ea6594100bf,2024-02-20--07-19-32,2024-02-20T07:19:32+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2024-02-20--07-19-32
TOYOTA_PRIUS,9f913ea6594100bf,00000101--59d36d20f4,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000101--59d36d20f4
TOYOTA_PRIUS,9f913ea6594100bf,000000a2--5dfc0fd088,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/000000a2--5dfc0fd088
TOYOTA_PRIUS,9f913ea6594100bf,2024-02-12--07-22-10,2024-02-12T07:22:10+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2024-02-12--07-22-10
TOYOTA_PRIUS,9f913ea6594100bf,2024-02-08--16-10-33,2024-02-08T16:10:33+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2024-02-08--16-10-33
TOYOTA_PRIUS,9f913ea6594100bf,00000239--91cfcfcbef,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000239--91cfcfcbef
TOYOTA_PRIUS,9f913ea6594100bf,00000018--450fd82158,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000018--450fd82158
TOYOTA_PRIUS,9f913ea6594100bf,00000025--78ec5a586f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000025--78ec5a586f
TOYOTA_PRIUS,9f913ea6594100bf,00000234--d83333c49f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/00000234--d83333c49f
TOYOTA_PRIUS,9f913ea6594100bf,0000001a--dfa021f58e,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/0000001a--dfa021f58e
TOYOTA_PRIUS,9f913ea6594100bf,2024-02-09--05-43-27,2024-02-09T05:43:27+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2024-02-09--05-43-27
TOYOTA_PRIUS,9f913ea6594100bf,2024-02-11--07-21-58,2024-02-11T07:21:58+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2024-02-11--07-21-58
TOYOTA_PRIUS,9f913ea6594100bf,2023-08-19--08-48-36,2023-08-19T08:48:36+00:00,2023-08,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2023-08-19--08-48-36
TOYOTA_PRIUS,9f913ea6594100bf,2023-08-19--08-45-00,2023-08-19T08:45:00+00:00,2023-08,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/9f913ea6594100bf/2023-08-19--08-45-00
TOYOTA_PRIUS,a67e46cef63e26bf,00000221--62bdc78906,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/a67e46cef63e26bf/00000221--62bdc78906
TOYOTA_PRIUS,a67e46cef63e26bf,00000220--c56fec1607,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/a67e46cef63e26bf/00000220--c56fec1607
TOYOTA_PRIUS,1d5211a9795b6ec2,000000ff--c9b3e4114c,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/1d5211a9795b6ec2/000000ff--c9b3e4114c
TOYOTA_PRIUS,1d5211a9795b6ec2,00000158--6df58e54d5,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/1d5211a9795b6ec2/00000158--6df58e54d5
TOYOTA_PRIUS,1d5211a9795b6ec2,00000152--97f25c358a,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/1d5211a9795b6ec2/00000152--97f25c358a
TOYOTA_PRIUS,2ca6ddca079e582a,2023-03-03--19-48-10,2023-03-03T19:48:10+00:00,2023-03,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/2ca6ddca079e582a/2023-03-03--19-48-10
TOYOTA_PRIUS,2ca6ddca079e582a,2024-01-19--12-48-38,2024-01-19T12:48:38+00:00,2024-01,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/2ca6ddca079e582a/2024-01-19--12-48-38
TOYOTA_PRIUS,fec8108a642beffd,2023-05-24--07-25-38,2023-05-24T07:25:38+00:00,2023-05,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/fec8108a642beffd/2023-05-24--07-25-38
TOYOTA_PRIUS,5e75f47a17ee2815,0000006d--b4d426f442,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/TOYOTA_PRIUS/5e75f47a17ee2815/0000006d--b4d426f442
VOLKSWAGEN_GOLF_MK7,0337a448a3d8e755,000006db--5395bd5529,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/0337a448a3d8e755/000006db--5395bd5529
VOLKSWAGEN_GOLF_MK7,0337a448a3d8e755,00000002--f4186947a3,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/0337a448a3d8e755/00000002--f4186947a3
VOLKSWAGEN_GOLF_MK7,0337a448a3d8e755,00000003--c07bfde1ab,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/0337a448a3d8e755/00000003--c07bfde1ab
VOLKSWAGEN_GOLF_MK7,0337a448a3d8e755,000006dd--8aa3f03cdc,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/0337a448a3d8e755/000006dd--8aa3f03cdc
VOLKSWAGEN_GOLF_MK7,ee44ae76e783280f,2022-10-27--15-46-56,2022-10-27T15:46:56+00:00,2022-10,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/ee44ae76e783280f/2022-10-27--15-46-56
VOLKSWAGEN_GOLF_MK7,ee44ae76e783280f,2022-11-05--13-20-27,2022-11-05T13:20:27+00:00,2022-11,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/ee44ae76e783280f/2022-11-05--13-20-27
VOLKSWAGEN_GOLF_MK7,ee44ae76e783280f,2022-11-03--15-58-25,2022-11-03T15:58:25+00:00,2022-11,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/ee44ae76e783280f/2022-11-03--15-58-25
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000006e--e508142b1d,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000006e--e508142b1d
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000004e--0c8860367f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000004e--0c8860367f
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000002--6a1867b9cc,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000002--6a1867b9cc
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000007a--98b4c70a48,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000007a--98b4c70a48
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000049--88971a0d3b,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000049--88971a0d3b
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000010a--3fb9d8b7d7,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000010a--3fb9d8b7d7
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000020--62c2e673e3,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000020--62c2e673e3
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000129--0eaa937e55,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000129--0eaa937e55
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000003d--61ac015c99,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000003d--61ac015c99
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000042--14a3504460,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000042--14a3504460
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000119--1d52c6f88e,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000119--1d52c6f88e
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000002f--caa296250b,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000002f--caa296250b
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000034--49f80df6ea,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000034--49f80df6ea
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000001b--54e1f53f9e,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000001b--54e1f53f9e
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000026--3f59b9c86d,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000026--3f59b9c86d
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000006c--c81721bb20,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000006c--c81721bb20
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000116--b9ea2cb4c4,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000116--b9ea2cb4c4
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000021--0b7e5e44ae,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000021--0b7e5e44ae
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000058--1539d58746,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000058--1539d58746
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,00000002--9be3dcb3df,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/00000002--9be3dcb3df
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,0000012c--a7f701714f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/0000012c--a7f701714f
VOLKSWAGEN_GOLF_MK7,1ce1b50dd82993a1,000000f4--ec9e02edb6,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/VOLKSWAGEN_GOLF_MK7/1ce1b50dd82993a1/000000f4--ec9e02edb6
HYUNDAI_IONIQ_PHEV_2020,26a38e4bf36bb74a,2023-11-16--12-33-35,2023-11-16T12:33:35+00:00,2023-11,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HYUNDAI_IONIQ_PHEV_2020/26a38e4bf36bb74a/2023-11-16--12-33-35
HYUNDAI_IONIQ_PHEV_2020,26a38e4bf36bb74a,2023-11-01--16-02-13,2023-11-01T16:02:13+00:00,2023-11,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HYUNDAI_IONIQ_PHEV_2020/26a38e4bf36bb74a/2023-11-01--16-02-13
HYUNDAI_IONIQ_PHEV_2020,26a38e4bf36bb74a,2024-01-16--17-30-07,2024-01-16T17:30:07+00:00,2024-01,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HYUNDAI_IONIQ_PHEV_2020/26a38e4bf36bb74a/2024-01-16--17-30-07
HYUNDAI_IONIQ_PHEV_2020,26a38e4bf36bb74a,2023-11-15--11-24-18,2023-11-15T11:24:18+00:00,2023-11,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HYUNDAI_IONIQ_PHEV_2020/26a38e4bf36bb74a/2023-11-15--11-24-18
HYUNDAI_IONIQ_PHEV_2020,26a38e4bf36bb74a,2024-02-18--18-41-56,2024-02-18T18:41:56+00:00,2024-02,route_dir_name,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HYUNDAI_IONIQ_PHEV_2020/26a38e4bf36bb74a/2024-02-18--18-41-56
HONDA_CRV_6G,104476006639c365,00000008--b29647a6ed,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/104476006639c365/00000008--b29647a6ed
HONDA_CRV_6G,104476006639c365,00000015--98ea135f05,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/104476006639c365/00000015--98ea135f05
HONDA_CRV_6G,104476006639c365,00000007--2d3fc90928,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/104476006639c365/00000007--2d3fc90928
HONDA_CRV_6G,104476006639c365,00000001--92e28cb21b,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/104476006639c365/00000001--92e28cb21b
HONDA_CRV_6G,104476006639c365,00000000--ff3ac12c0c,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/104476006639c365/00000000--ff3ac12c0c
HONDA_CRV_6G,03384dacc4f21604,0000001a--fb14774344,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/03384dacc4f21604/0000001a--fb14774344
HONDA_CRV_6G,03384dacc4f21604,00000028--50cbe84148,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/03384dacc4f21604/00000028--50cbe84148
HONDA_CRV_6G,03384dacc4f21604,00000035--9a8df0f002,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/03384dacc4f21604/00000035--9a8df0f002
HONDA_CRV_6G,03384dacc4f21604,00000033--af4a8e037f,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/03384dacc4f21604/00000033--af4a8e037f
HONDA_CRV_6G,03384dacc4f21604,0000002e--2c2da41a57,,,unknown,,,0,unknown,/home/henry/Zhouhaoseu Dropbox/Zhouhaoseu Team Folder/TakeOver/HONDA_CRV_6G/03384dacc4f21604/0000002e--2c2da41a57
