clip_key,yolo_n_keyframes,yolo_n_detections,yolo_traffic_light_present,yolo_bus_present,yolo_car_present,yolo_person_present,yolo_stop_sign_present,yolo_bicycle_present,yolo_truck_present,yolo_car_max_conf,yolo_person_max_conf,yolo_truck_max_conf,yolo_traffic_light_max_conf,yolo_stop_sign_max_conf,yolo_bus_max_conf,yolo_bicycle_max_conf
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-11-28/2,5,6,True,False,True,False,False,False,False,0.5581,,,0.4656,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-11-28/3,5,12,False,False,True,False,False,False,False,0.8221,,,,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-11-28/0,5,3,False,False,True,False,False,False,False,0.4701,,,,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-11-28/7,5,5,False,False,True,False,False,False,False,0.6979,,,,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-11-28/5,5,9,True,False,True,False,False,False,False,0.5114,,,0.6681,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-25-58/0,5,1,True,False,False,False,False,False,False,,,,0.508,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-25-58/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-25-58/4,5,4,True,False,True,False,False,False,True,0.4425,,0.367,0.466,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-25-58/1,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000067--9a3246aedc/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000067--9a3246aedc/1,5,26,True,True,True,False,False,False,True,0.8496,,0.5257,0.8495,,0.7413,
CHEVROLET_EQUINOX_2019/0000000000000000/00000000-00000000/1,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000067--9a3246aedc/2,5,16,True,False,True,False,False,False,True,0.8531,,0.5424,0.5848,,,
CHEVROLET_EQUINOX_2019/0000000000000000/00000000-00000000/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000067--9a3246aedc/3,5,9,False,False,True,False,False,False,False,0.8662,,,,,,
CHEVROLET_EQUINOX_2019/0000000000000000/00000000-00000000/3,5,6,True,False,True,False,False,False,False,0.7016,,,0.3919,,,
CHEVROLET_EQUINOX/e746f59bc96fd789/2024-01-31--22-25-58/3,5,6,True,False,True,False,False,False,False,0.7016,,,0.3919,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000067--9a3246aedc/4,5,18,True,False,True,False,False,False,False,0.7939,,,0.4063,,,
CHEVROLET_EQUINOX_2019/0000000000000000/00000000-00000000/0,5,1,True,False,False,False,False,False,False,,,,0.508,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000001b3--c5137afd9c/1,5,38,True,False,True,False,False,False,False,0.9038,,,0.7998,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000001b3--c5137afd9c/2,5,9,False,False,True,False,False,False,True,0.874,,0.3985,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000001b3--c5137afd9c/3,5,9,False,False,True,False,False,False,False,0.709,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000006da--22fe20c2ba/0,5,4,True,False,True,False,False,False,False,0.4959,,,0.4487,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000006da--22fe20c2ba/1,5,9,False,False,True,False,False,False,False,0.671,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/000006da--22fe20c2ba/2,5,2,False,False,True,False,False,False,True,0.7094,,0.4585,,,,
CHEVROLET_EQUINOX_2019/0000000000000000/00000000-00000000/4,5,4,True,False,True,False,False,False,True,0.4425,,0.367,0.466,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/0,5,4,False,False,True,False,False,False,False,0.7619,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/10,5,42,True,False,True,False,False,False,True,0.7778,,0.5231,0.5157,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/12,5,3,False,False,True,False,False,False,False,0.4722,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/13,5,7,False,False,True,False,False,False,False,0.8635,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/2,5,15,False,False,True,False,False,False,True,0.6426,,0.4977,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/3,5,18,False,False,True,False,False,False,False,0.8178,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/1,5,9,True,False,True,False,False,False,True,0.6925,,0.71,0.616,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/11,5,8,False,False,True,False,False,False,False,0.8091,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/8,5,34,False,False,True,False,False,False,False,0.8393,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000ac4--d2c72f85c5/0,5,33,True,False,True,False,False,False,False,0.843,,,0.7387,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000a5c--dd1f719581/7,5,37,False,False,True,False,False,False,True,0.8695,,0.3584,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000ac4--d2c72f85c5/3,5,6,False,False,True,False,False,False,False,0.4786,,,,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000ac4--d2c72f85c5/2,5,31,True,False,True,False,False,False,True,0.8096,,0.9066,0.7903,,,
CHEVROLET_SILVERADO/55c413e4a3dfc6ee/00000ac4--d2c72f85c5/4,5,6,False,False,False,False,False,False,True,,,0.6644,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000000e--33f4d990b3/3,5,8,False,False,True,False,False,False,False,0.6818,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000000e--33f4d990b3/4,5,7,False,False,True,False,False,False,False,0.8688,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000000e--33f4d990b3/1,5,4,False,False,True,False,False,False,False,0.5992,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000018--d2a4f18686/1,5,40,False,False,True,False,False,False,True,0.8735,,0.7602,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000000e--33f4d990b3/2,5,1,False,False,True,False,False,False,False,0.7696,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000018--d2a4f18686/3,5,12,False,False,True,False,False,False,True,0.8636,,0.4363,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000018--d2a4f18686/4,5,5,False,False,True,False,False,False,True,0.7736,,0.4826,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000018--d2a4f18686/5,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000001d--bd914947e5/0,5,18,False,False,True,False,False,False,True,0.8657,,0.8016,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000001d--bd914947e5/1,5,21,False,False,True,False,False,False,True,0.8632,,0.7172,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000018--d2a4f18686/0,5,17,False,False,True,False,False,False,True,0.6876,,0.6663,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000001d--bd914947e5/5,5,24,True,False,True,False,False,False,True,0.8713,,0.6092,0.6218,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000024--2063f10a48/1,5,5,False,False,True,False,False,False,False,0.5521,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000024--2063f10a48/3,5,7,False,False,True,False,False,False,False,0.7357,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000024--2063f10a48/5,5,5,True,False,True,False,False,False,False,0.7434,,,0.4024,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000001d--bd914947e5/4,5,50,True,False,True,False,False,False,True,0.8819,,0.4361,0.7228,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/0,5,4,False,False,True,False,False,False,False,0.7819,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000024--2063f10a48/0,5,7,False,False,True,False,False,False,False,0.7137,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/11,5,46,True,False,True,False,False,False,True,0.8634,,0.7093,0.6832,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/12,5,23,False,False,True,False,False,False,True,0.8362,,0.4808,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/14,5,29,False,False,True,False,False,False,False,0.9052,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/2,5,24,True,False,True,False,False,False,False,0.9188,,,0.7954,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/3,5,25,False,True,True,False,False,False,True,0.8436,,0.5306,,,0.3515,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/5,5,11,False,False,True,False,False,False,True,0.6638,,0.6279,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/4,5,8,False,False,True,False,False,False,False,0.9108,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/8,5,6,False,False,True,False,True,False,True,0.6486,,0.4039,,0.4779,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/6,5,37,False,False,True,False,False,False,True,0.9031,,0.8405,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/9,5,18,False,False,True,False,False,False,True,0.8282,,0.6509,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000048--97d700842e/0,5,22,True,False,True,False,False,False,False,0.7009,,,0.5014,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000042--d1f8c004e9/7,5,11,False,False,True,False,False,False,True,0.7275,,0.582,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000048--97d700842e/7,5,24,False,True,True,False,False,False,True,0.8499,,0.7705,,,0.5622,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000048--97d700842e/6,5,11,False,False,True,False,False,False,False,0.8816,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000053--770fc86f5f/3,5,33,True,False,True,False,False,False,True,0.84,,0.5755,0.6756,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000048--97d700842e/8,5,26,False,False,True,False,False,False,True,0.8742,,0.7358,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--27d142dc9b/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--27d142dc9b/1,5,1,False,False,True,False,False,False,False,0.3568,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--5ef7e4f105/1,5,10,True,False,True,False,False,False,True,0.6521,,0.7835,0.4761,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000053--770fc86f5f/6,5,12,True,False,True,False,False,False,True,0.677,,0.5663,0.4352,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--5ef7e4f105/3,5,22,False,False,True,True,False,False,False,0.8817,0.5329,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--5ef7e4f105/4,5,23,False,False,True,False,False,False,True,0.9121,,0.571,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000005e--9837aac51d/1,5,9,True,False,True,False,False,False,False,0.7074,,,0.4173,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000005e--9837aac51d/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000006f--020bd57ece/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000006f--020bd57ece/1,5,10,False,False,True,False,False,False,False,0.6906,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000057--5ef7e4f105/2,5,9,False,False,True,False,False,False,False,0.8567,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000006f--020bd57ece/2,5,9,False,False,True,False,False,False,False,0.7702,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/0,5,10,False,False,True,False,False,False,True,0.7644,,0.3948,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/1,5,19,False,False,True,False,False,False,False,0.8415,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/10,5,15,False,False,True,False,False,False,False,0.8256,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000075--7a7d0a66cc/2,5,3,True,False,False,False,False,False,False,,,,0.4575,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/11,5,10,False,False,True,False,False,False,False,0.7756,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000075--7a7d0a66cc/0,5,1,True,False,False,False,False,False,False,,,,0.4416,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/3,5,5,False,False,True,False,False,False,False,0.4782,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000007c--5916f5f24c/6,5,6,False,False,True,False,False,False,True,0.6228,,0.3611,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/0,5,8,False,False,True,False,False,False,False,0.5344,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/2,5,5,False,False,True,True,False,False,False,0.6398,0.4583,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/5,5,3,False,False,True,False,False,False,False,0.5149,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/6,5,7,False,False,True,False,False,False,False,0.8342,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/1,5,1,False,False,True,False,False,False,False,0.3929,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000082--1725c73b8e/3,5,5,False,False,True,False,False,False,False,0.7256,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000099--55b51d25ae/1,5,18,False,False,True,False,False,False,False,0.9299,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000098--d5da8add34/3,5,15,False,False,True,False,False,False,False,0.782,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ac--79940a3334/1,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ac--79940a3334/0,5,34,False,False,True,False,False,False,False,0.8433,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000cb--509c2a4e04/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000cb--509c2a4e04/3,5,13,False,False,True,False,False,False,True,0.764,,0.4006,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000cb--509c2a4e04/4,5,4,False,False,True,False,False,False,False,0.6653,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000af--e366520ebc/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000df--1fc87ea16b/0,5,2,False,True,True,False,False,False,False,0.4606,,,,,0.4419,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e6--60f6ef062a/1,5,2,False,False,True,False,False,False,False,0.5972,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e6--60f6ef062a/2,5,79,True,False,True,False,False,False,True,0.9381,,0.6909,0.8212,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000df--1fc87ea16b/1,5,2,False,False,False,False,False,False,True,,,0.7917,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000dc--17109331c8/0,5,14,False,False,True,False,False,False,False,0.8051,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e8--28d9ec5e88/2,5,5,False,False,True,False,False,False,True,0.5486,,0.4365,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e7--40813d0e38/3,5,6,False,False,True,False,False,False,False,0.8621,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e8--28d9ec5e88/6,5,9,False,False,True,False,False,False,False,0.8095,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e8--28d9ec5e88/8,5,15,False,False,True,False,False,False,False,0.786,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e8--28d9ec5e88/9,5,18,False,False,True,False,False,False,False,0.8758,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/0,5,14,True,False,True,False,False,False,True,0.8529,,0.6352,0.5047,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/1,5,13,False,False,True,False,False,False,True,0.517,,0.4691,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000e8--28d9ec5e88/7,5,2,False,False,True,False,False,False,False,0.4863,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/10,5,33,True,False,True,False,False,False,True,0.9148,,0.5434,0.638,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/11,5,29,True,False,True,False,False,False,True,0.9192,,0.6207,0.8417,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/16,5,7,False,False,True,False,False,False,False,0.8126,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/12,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/15,5,6,True,False,True,False,False,False,False,0.7406,,,0.8135,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/3,5,15,True,False,True,False,False,False,False,0.787,,,0.3616,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/13,5,15,False,False,True,True,False,False,False,0.8592,0.7717,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/5,5,24,True,False,True,False,False,False,False,0.9216,,,0.861,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/2,5,25,False,False,True,False,False,False,True,0.8247,,0.6024,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/9,5,51,True,False,True,False,False,False,True,0.9049,,0.4719,0.8695,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--70914ad771/2,5,7,False,False,True,False,False,False,False,0.8385,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--0d85e85c48/6,5,12,False,False,True,False,False,False,False,0.8961,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/0,5,9,False,False,True,False,False,False,True,0.5995,,0.5826,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000ed--70914ad771/3,5,9,False,False,True,False,False,False,False,0.7318,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/3,5,4,False,False,False,False,False,False,True,,,0.8763,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/7,5,10,False,False,True,False,False,False,False,0.8344,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/0,5,5,False,False,True,False,False,False,False,0.8415,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/1,5,9,False,False,True,False,False,False,False,0.7708,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/1,5,5,False,False,True,False,False,False,False,0.553,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/6,5,8,False,False,True,False,False,False,False,0.6555,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000f4--6ebf5d2afe/4,5,9,True,False,True,False,False,False,False,0.8381,,,0.4135,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/12,5,2,False,False,True,False,False,False,False,0.5857,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/14,5,4,True,False,False,False,False,False,False,,,,0.7555,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/15,5,12,False,False,True,False,False,False,False,0.8408,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/16,5,1,False,False,True,False,False,False,False,0.5831,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/2,5,14,False,False,True,False,False,False,False,0.8522,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/000000fb--0151f196f9/9,5,5,False,False,True,False,False,False,False,0.4694,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000114--06b59c4c78/2,5,6,False,False,True,False,False,False,False,0.8528,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000114--06b59c4c78/4,5,4,False,False,True,False,False,False,True,0.5694,,0.4542,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000114--06b59c4c78/5,5,18,False,False,True,False,False,False,True,0.8474,,0.593,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000114--7ebcaaa8fc/0,5,7,True,False,True,False,False,False,False,0.826,,,0.4643,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000114--7ebcaaa8fc/1,5,3,False,False,True,False,False,False,False,0.7012,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000115--524b45920b/0,5,3,False,False,True,False,False,False,False,0.5812,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000115--742329d7da/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000117--960b572f26/1,5,3,False,False,True,False,False,False,False,0.7059,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000120--3af9c099b4/2,5,7,False,False,True,False,False,False,False,0.7366,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000120--3af9c099b4/3,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000120--3af9c099b4/4,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000115--742329d7da/1,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000120--3af9c099b4/5,5,2,False,False,True,False,False,False,False,0.8023,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000115--742329d7da/2,5,1,False,False,True,False,False,False,False,0.405,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000120--3af9c099b4/1,5,9,False,False,True,False,False,False,False,0.7909,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000117--960b572f26/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012b--d701c2aae7/5,5,3,False,False,True,False,False,False,False,0.7967,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012b--d701c2aae7/6,5,2,False,False,True,False,False,False,False,0.4488,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012c--66951795ff/3,5,7,False,False,True,False,False,False,True,0.6674,,0.589,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012c--66951795ff/5,5,8,False,False,True,False,False,False,False,0.9174,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012c--66951795ff/7,5,6,False,False,True,False,False,False,False,0.6649,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012c--66951795ff/0,5,11,False,False,True,False,False,False,False,0.8524,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000132--a2df87c3a0/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000132--a2df87c3a0/3,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000012c--66951795ff/4,5,5,False,False,True,False,False,False,False,0.6732,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/1,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/2,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/0,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/7,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/9,5,0,False,False,False,False,False,False,False,,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000140--33a2033b71/3,5,11,False,False,True,False,False,False,False,0.7185,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000138--b87f552979/6,5,1,False,False,True,False,False,False,False,0.3507,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000140--33a2033b71/1,5,10,False,False,True,False,False,False,False,0.7925,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000141--ea11519b15/2,5,13,False,False,True,False,False,False,False,0.8014,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000141--ea11519b15/3,5,10,False,False,True,True,False,False,False,0.8629,0.4731,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000147--176ecd861a/5,5,2,False,False,True,False,False,False,False,0.511,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000177--6dad5b8bd7/1,5,12,False,False,True,False,False,False,False,0.8438,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000188--3a69ab06c3/3,5,18,False,False,True,False,False,False,False,0.9033,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000018a--40e16b8756/0,5,1,False,False,True,False,False,False,False,0.4489,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000177--6dad5b8bd7/0,5,10,False,False,True,False,False,False,False,0.8109,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/00000147--176ecd861a/4,5,5,False,False,True,False,False,False,False,0.7473,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000018a--40e16b8756/2,5,10,False,False,True,False,False,False,True,0.8318,,0.5489,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000018a--40e16b8756/3,5,4,False,False,True,False,False,False,False,0.3996,,,,,,
CHEVROLET_SILVERADO/615b11d4c01d81ec/0000018a--40e16b8756/1,5,3,False,False,True,False,False,False,False,0.4009,,,,,,
